Gender,ParentEdu,ParentMaritalStatus,ExtraCurricular,IsFirstChild,Siblings,Transportation,AvgReadingScore,AvgWritingScore,traveltime,studytime,internet,freetime,absences,CGPA
female,,widowed,regularly,yes,4,school_bus,79,68,2,2,no,3,4,F
female,high school,single,sometimes,yes,3,private,64,64,2,3,yes,2,0,D
male,master's degree,married,sometimes,no,1,school_bus,70,75,3,1,yes,2,0,C
male,some high school,single,regularly,yes,0,private,68,60,2,1,yes,2,0,C
female,some college,single,sometimes,no,3,private,66,75,3,2,yes,2,10,C
male,some college,married,sometimes,yes,3,school_bus,68,68,2,2,no,2,4,C
male,associate's degree,divorced,regularly,yes,4,private,55,58,3,1,yes,3,3,D
female,some high school,single,sometimes,no,,school_bus,74,77,1,3,no,4,8,D
female,high school,married,never,no,5,school_bus,65,61,1,1,yes,5,14,F
male,some high school,single,regularly,yes,0,school_bus,62,57,2,3,yes,4,0,C
male,some high school,single,never,no,4,private,57,51,4,3,yes,3,2,F
female,some high school,married,regularly,yes,3,private,54,68,2,3,yes,4,4,D
male,some college,married,sometimes,no,1,school_bus,43,43,1,2,yes,4,4,F
female,some college,married,regularly,no,2,school_bus,66,57,1,2,yes,1,0,F
female,high school,single,sometimes,yes,4,private,99,100,1,2,yes,5,17,B
female,high school,single,regularly,yes,0,school_bus,59,63,1,2,yes,2,4,F
female,some high school,married,regularly,yes,,,72,68,2,1,yes,4,5,D
male,associate's degree,married,regularly,no,3,school_bus,66,65,2,2,yes,4,2,D
female,associate's degree,married,regularly,yes,3,school_bus,81,78,2,1,no,3,0,B
female,high school,divorced,sometimes,no,2,school_bus,57,56,2,1,no,4,14,F
male,associate's degree,widowed,never,no,5,school_bus,83,84,2,3,no,3,2,B
female,master's degree,,regularly,yes,2,private,73,78,3,1,yes,4,7,C
male,some college,widowed,regularly,yes,4,school_bus,84,79,1,3,yes,4,0,B
male,associate's degree,married,sometimes,yes,3,private,66,60,1,2,yes,3,0,C
female,,married,regularly,yes,3,school_bus,73,80,2,2,no,1,0,F
male,high school,single,regularly,no,3,private,74,70,1,2,no,5,11,B
male,bachelor's degree,married,sometimes,yes,3,private,72,66,2,1,yes,4,3,D
male,associate's degree,married,sometimes,yes,3,,71,65,1,1,no,5,3,C
male,some college,married,regularly,no,4,private,59,63,3,1,yes,4,0,C
male,high school,married,sometimes,no,3,private,56,54,1,1,yes,2,5,F
female,high school,married,regularly,no,2,,57,64,2,2,no,3,6,F
female,master's degree,divorced,never,yes,0,private,59,68,1,2,yes,3,4,F
female,some high school,married,sometimes,yes,0,,83,78,1,2,yes,3,10,F
male,some college,married,,no,2,private,39,34,1,3,yes,2,2,F
female,some college,single,sometimes,yes,3,school_bus,65,60,1,2,no,3,4,D
male,bachelor's degree,married,regularly,yes,2,school_bus,84,88,1,2,yes,4,10,B
male,some high school,single,regularly,yes,0,private,72,66,1,2,yes,4,0,C
male,some high school,single,sometimes,yes,1,private,59,53,2,2,no,1,6,D
male,some high school,married,sometimes,no,3,school_bus,63,55,1,2,yes,2,0,C
male,associate's degree,married,sometimes,,1,private,65,57,1,2,yes,5,0,D
female,high school,single,sometimes,yes,3,school_bus,72,70,1,2,yes,3,0,D
male,high school,single,never,yes,4,school_bus,54,52,3,3,yes,2,4,F
female,some high school,divorced,sometimes,no,,school_bus,58,49,1,1,yes,3,2,F
male,,married,sometimes,no,1,,66,67,2,2,yes,4,2,C
male,some college,married,sometimes,no,7,private,48,53,1,3,yes,5,0,F
male,associate's degree,married,regularly,yes,3,school_bus,69,65,1,1,yes,4,4,C
male,,divorced,sometimes,yes,1,private,66,73,1,3,yes,2,6,C
male,high school,single,regularly,yes,0,school_bus,55,51,3,2,no,3,4,D
male,some high school,married,sometimes,,0,school_bus,88,82,1,1,yes,5,16,B
female,,single,regularly,no,1,school_bus,82,80,1,1,yes,1,4,D
female,high school,married,sometimes,yes,2,,81,80,1,2,yes,4,0,C
female,some high school,married,sometimes,yes,2,school_bus,73,69,1,1,yes,4,0,F
female,associate's degree,,sometimes,no,1,school_bus,81,74,1,2,yes,5,2,C
male,some high school,married,sometimes,yes,0,school_bus,82,73,2,2,yes,4,0,C
female,some high school,divorced,regularly,,3,,75,78,1,3,yes,3,2,D
male,some college,,regularly,yes,1,school_bus,67,62,1,1,yes,2,14,C
male,high school,single,regularly,yes,2,school_bus,83,83,1,1,yes,2,2,A
male,high school,widowed,regularly,yes,4,school_bus,46,43,1,1,yes,2,4,F
male,associate's degree,single,regularly,yes,,school_bus,74,73,1,2,yes,3,4,B
female,some college,divorced,sometimes,yes,3,private,85,85,1,2,yes,4,16,D
female,some college,married,sometimes,,5,school_bus,92,97,1,2,yes,4,0,A
female,associate's degree,married,regularly,no,1,school_bus,79,77,2,2,yes,3,0,D
male,some college,married,never,yes,3,private,57,48,1,2,yes,5,0,D
female,associate's degree,,regularly,yes,3,private,61,63,1,2,yes,3,0,F
male,bachelor's degree,married,sometimes,yes,0,school_bus,56,47,1,1,yes,4,0,F
female,bachelor's degree,divorced,sometimes,no,3,school_bus,89,89,2,1,no,5,0,C
male,associate's degree,single,regularly,yes,1,,54,49,1,3,yes,4,2,F
female,bachelor's degree,married,regularly,,2,school_bus,100,100,2,3,yes,4,7,A
male,high school,married,sometimes,no,4,,65,68,1,3,yes,3,2,C
male,bachelor's degree,married,regularly,no,1,private,57,55,1,1,no,3,8,F
male,some college,married,sometimes,yes,1,school_bus,54,45,2,2,yes,3,25,F
female,some college,divorced,never,no,1,private,68,74,1,1,yes,4,8,D
female,some college,widowed,sometimes,yes,4,school_bus,90,91,1,2,yes,3,2,C
male,bachelor's degree,divorced,sometimes,yes,,private,58,62,1,1,yes,4,0,C
female,some college,married,sometimes,no,4,,87,91,2,2,yes,3,14,B
female,associate's degree,divorced,sometimes,no,1,school_bus,31,38,1,2,yes,2,8,F
male,high school,married,regularly,no,7,school_bus,69,67,1,2,yes,3,12,C
female,high school,single,regularly,yes,3,private,89,87,1,4,yes,2,4,C
male,some college,married,regularly,yes,2,private,75,77,1,2,no,3,2,A
female,associate's degree,divorced,sometimes,no,1,private,85,90,1,2,yes,4,2,B
female,high school,married,regularly,yes,0,private,68,74,3,2,yes,3,2,D
female,associate's degree,married,sometimes,yes,4,school_bus,86,84,1,2,yes,3,2,D
female,some high school,married,sometimes,no,5,private,66,60,2,1,no,5,6,F
female,associate's degree,single,sometimes,yes,2,private,90,91,1,1,yes,3,0,A
female,bachelor's degree,,sometimes,yes,3,,77,84,1,1,yes,3,6,C
male,bachelor's degree,single,sometimes,yes,2,school_bus,62,66,1,2,yes,3,8,C
male,,married,sometimes,no,1,school_bus,68,72,1,2,yes,3,0,B
female,master's degree,single,never,yes,1,private,64,70,1,2,no,2,4,F
male,associate's degree,single,sometimes,yes,4,school_bus,72,68,1,2,yes,3,2,C
male,high school,married,sometimes,yes,1,private,71,68,1,2,yes,2,2,C
female,associate's degree,married,sometimes,yes,3,school_bus,59,56,1,2,no,4,6,F
male,some college,married,sometimes,yes,2,private,69,62,4,1,yes,5,6,C
male,high school,divorced,sometimes,yes,2,private,52,46,1,2,yes,4,4,F
female,associate's degree,single,regularly,no,3,school_bus,51,54,1,3,yes,4,2,F
male,high school,married,sometimes,no,,school_bus,72,69,1,2,yes,4,0,D
male,some college,married,sometimes,yes,3,private,47,56,3,2,yes,4,2,D
female,associate's degree,married,sometimes,,4,school_bus,75,74,1,4,yes,3,4,D
male,some high school,divorced,regularly,yes,1,school_bus,53,58,1,4,yes,3,4,D
male,associate's degree,,never,yes,5,school_bus,80,79,2,2,yes,1,2,C
female,associate's degree,married,regularly,no,1,school_bus,84,76,2,4,yes,4,12,D
female,associate's degree,divorced,sometimes,,0,,64,70,2,4,yes,3,0,D
female,some college,married,sometimes,no,1,school_bus,83,90,1,4,yes,3,0,B
female,bachelor's degree,married,sometimes,yes,6,school_bus,86,88,1,2,yes,3,2,C
female,high school,divorced,regularly,yes,2,school_bus,63,68,1,1,no,3,2,F
male,high school,divorced,sometimes,yes,4,private,64,66,1,2,yes,3,54,D
female,some college,married,regularly,no,3,school_bus,47,52,1,2,yes,3,6,F
female,some college,,sometimes,no,1,school_bus,78,76,2,4,yes,4,8,F
male,some college,married,sometimes,yes,3,school_bus,69,70,1,4,yes,2,0,C
female,master's degree,married,sometimes,yes,2,school_bus,80,84,2,1,yes,5,2,C
female,associate's degree,married,sometimes,yes,0,private,85,90,1,2,yes,4,12,A
male,some college,divorced,sometimes,yes,0,school_bus,61,54,1,1,yes,2,2,D
female,associate's degree,married,regularly,yes,3,school_bus,91,96,1,3,yes,3,4,A
female,master's degree,single,regularly,yes,1,private,61,57,1,2,yes,4,10,F
female,some high school,married,sometimes,yes,3,school_bus,80,78,2,2,yes,3,4,C
male,high school,married,regularly,yes,1,school_bus,71,67,1,2,yes,3,2,C
male,,single,sometimes,no,3,private,78,77,2,2,yes,4,6,C
female,bachelor's degree,married,regularly,no,1,private,93,89,1,2,no,3,4,B
male,some college,married,sometimes,no,3,,71,73,1,3,yes,3,4,C
male,,,sometimes,yes,2,,49,42,2,2,yes,4,12,D
male,some high school,married,regularly,no,2,school_bus,48,52,1,2,no,1,18,D
female,some high school,divorced,regularly,yes,3,private,61,63,1,3,yes,3,0,F
female,master's degree,single,sometimes,yes,3,school_bus,97,94,1,1,yes,5,4,C
female,some high school,married,sometimes,no,1,private,87,85,1,2,no,3,4,C
female,some college,married,sometimes,no,1,private,89,84,2,2,yes,3,0,C
female,some college,divorced,never,yes,1,school_bus,72,71,1,4,yes,3,6,D
female,some high school,single,regularly,no,1,school_bus,79,79,2,4,yes,1,2,D
female,high school,married,sometimes,no,5,school_bus,78,79,2,1,yes,3,2,D
male,,married,sometimes,no,3,private,49,52,1,2,no,3,2,C
female,associate's degree,single,sometimes,yes,4,private,86,84,1,1,yes,3,6,A
male,bachelor's degree,married,sometimes,yes,5,private,58,58,1,3,yes,3,0,C
male,master's degree,widowed,regularly,yes,2,,61,52,1,1,yes,5,14,F
male,high school,married,sometimes,no,2,private,52,49,1,3,yes,4,0,F
male,some college,single,sometimes,yes,3,private,60,60,1,1,yes,3,4,C
male,some high school,single,sometimes,yes,4,school_bus,60,58,2,2,yes,3,26,F
female,high school,divorced,sometimes,yes,2,,53,43,1,2,yes,4,0,F
female,bachelor's degree,single,sometimes,no,2,private,40,46,1,4,no,3,10,F
female,associate's degree,married,never,no,1,private,72,68,1,4,yes,1,8,D
female,associate's degree,married,,yes,1,private,67,73,1,3,yes,3,2,D
female,some high school,married,never,yes,2,private,53,51,4,4,yes,3,6,F
male,associate's degree,single,sometimes,yes,2,school_bus,60,56,1,3,yes,4,4,D
female,associate's degree,married,sometimes,no,4,school_bus,88,94,1,1,yes,5,6,C
male,high school,married,sometimes,no,1,school_bus,70,69,1,3,yes,1,0,C
female,bachelor's degree,married,sometimes,yes,5,private,83,83,1,2,yes,1,6,D
male,associate's degree,single,never,no,2,,58,55,1,1,yes,5,10,F
female,high school,married,never,yes,1,school_bus,65,60,1,2,yes,4,8,F
male,bachelor's degree,,sometimes,no,2,school_bus,65,69,1,2,yes,4,2,B
male,associate's degree,married,sometimes,no,3,school_bus,93,87,2,2,no,4,2,A
male,high school,married,sometimes,no,1,private,69,68,2,1,yes,4,0,C
male,associate's degree,single,sometimes,no,2,school_bus,80,78,3,2,yes,2,20,C
female,associate's degree,divorced,regularly,yes,3,private,78,80,1,1,yes,4,6,B
female,associate's degree,single,regularly,no,2,private,97,93,1,2,yes,2,2,B
female,,married,sometimes,yes,2,,63,66,1,4,yes,5,6,D
male,some high school,married,regularly,yes,1,school_bus,84,82,2,2,yes,2,2,B
female,some high school,married,sometimes,yes,3,school_bus,100,97,1,1,yes,4,18,A
male,high school,divorced,regularly,yes,2,private,66,64,1,2,yes,4,0,C
female,high school,married,regularly,no,5,school_bus,66,64,1,1,yes,5,0,D
male,master's degree,married,sometimes,yes,1,school_bus,72,69,1,2,yes,3,0,C
male,some high school,,sometimes,yes,0,,74,63,1,2,no,4,2,C
male,bachelor's degree,married,regularly,no,2,private,91,90,1,1,yes,3,0,B
female,,married,never,no,3,private,47,48,1,1,yes,5,8,F
male,some college,married,regularly,no,2,private,62,65,2,3,yes,2,0,C
male,associate's degree,divorced,regularly,yes,1,private,46,41,3,1,yes,3,0,F
female,some college,single,regularly,no,,private,40,34,1,1,yes,4,12,F
male,master's degree,single,regularly,yes,1,school_bus,69,69,1,1,yes,2,16,D
female,associate's degree,single,sometimes,no,2,school_bus,68,68,4,2,no,3,0,F
male,some high school,married,sometimes,yes,2,school_bus,66,63,1,3,yes,3,0,C
female,some college,divorced,sometimes,no,3,school_bus,75,79,3,2,no,4,0,C
female,some college,single,regularly,yes,3,school_bus,76,77,2,1,yes,3,0,D
male,bachelor's degree,married,regularly,no,2,school_bus,89,92,1,2,no,4,0,A
female,some college,divorced,sometimes,yes,1,,80,80,2,1,yes,3,0,D
male,bachelor's degree,married,sometimes,,1,school_bus,50,45,2,4,yes,2,0,F
male,associate's degree,divorced,sometimes,no,2,school_bus,42,44,2,1,yes,3,8,F
female,bachelor's degree,single,never,no,4,private,98,97,1,3,yes,2,2,B
female,master's degree,married,,yes,2,,72,80,1,1,yes,4,2,D
male,high school,married,regularly,yes,6,private,47,47,1,1,yes,4,0,D
male,bachelor's degree,single,regularly,yes,2,private,69,68,1,2,yes,4,0,C
male,,divorced,regularly,yes,1,private,76,71,1,2,yes,3,0,C
male,bachelor's degree,married,never,yes,1,school_bus,94,89,1,2,yes,3,2,B
female,some college,single,sometimes,no,5,private,62,57,1,1,yes,3,0,F
female,high school,,sometimes,yes,1,school_bus,66,64,4,1,yes,5,0,F
female,high school,,sometimes,no,1,private,82,72,1,1,yes,3,0,C
male,associate's degree,married,sometimes,yes,7,school_bus,55,53,1,1,no,4,6,F
male,some college,married,sometimes,yes,0,school_bus,51,52,2,3,yes,2,8,D
female,high school,married,sometimes,yes,1,school_bus,89,87,1,1,yes,5,0,C
female,some college,single,sometimes,no,1,school_bus,56,59,1,1,no,2,0,F
female,master's degree,married,regularly,no,3,school_bus,60,68,1,2,no,4,2,F
female,some high school,married,sometimes,no,2,school_bus,95,94,1,1,no,2,8,C
female,some high school,divorced,never,yes,3,school_bus,77,78,3,1,no,2,6,C
female,bachelor's degree,widowed,sometimes,yes,1,school_bus,73,78,3,1,no,2,2,D
female,associate's degree,single,sometimes,yes,2,school_bus,76,81,1,2,yes,5,4,C
female,high school,married,sometimes,yes,3,school_bus,73,73,2,1,yes,3,0,F
female,bachelor's degree,married,regularly,yes,1,school_bus,62,62,2,2,yes,4,6,F
female,some college,,regularly,no,1,school_bus,63,65,2,1,no,4,0,F
female,some high school,single,sometimes,yes,1,,66,65,1,1,yes,3,2,F
male,some college,widowed,sometimes,no,3,private,56,52,4,2,no,3,0,F
male,some high school,widowed,sometimes,yes,5,school_bus,61,48,2,1,no,5,16,D
male,bachelor's degree,married,never,yes,,,66,62,1,2,yes,3,4,D
female,,married,sometimes,yes,3,private,76,73,1,2,yes,2,0,C
female,bachelor's degree,married,regularly,no,2,private,100,100,1,2,yes,1,0,A
female,bachelor's degree,married,sometimes,yes,1,school_bus,80,73,1,2,yes,4,0,F
male,high school,married,regularly,no,2,school_bus,24,15,3,1,yes,4,0,F
male,some high school,married,never,yes,1,,53,46,2,2,yes,3,2,F
female,high school,married,sometimes,yes,4,school_bus,78,74,1,2,yes,4,0,C
female,some high school,single,sometimes,no,1,school_bus,82,81,1,2,yes,3,0,D
female,master's degree,single,sometimes,yes,1,private,60,63,2,2,yes,4,4,F
female,high school,divorced,sometimes,no,1,school_bus,29,30,2,2,yes,4,4,F
female,some college,married,sometimes,no,2,school_bus,78,80,2,2,yes,4,2,C
male,high school,married,sometimes,yes,1,school_bus,57,51,1,2,yes,3,4,D
male,master's degree,married,sometimes,,,school_bus,87,88,1,1,yes,3,10,B
male,some high school,divorced,sometimes,yes,3,private,70,60,1,2,yes,2,4,C
female,associate's degree,,never,yes,,school_bus,82,79,1,2,yes,4,10,B
female,master's degree,married,sometimes,yes,1,private,59,55,1,2,yes,2,2,F
female,some college,divorced,never,yes,0,private,63,60,1,2,no,4,0,F
female,associate's degree,married,regularly,no,1,school_bus,62,65,1,2,yes,3,56,F
male,some college,married,sometimes,yes,5,school_bus,60,63,1,2,yes,2,14,D
female,some college,married,sometimes,yes,3,school_bus,58,64,1,2,yes,3,12,F
male,bachelor's degree,married,sometimes,yes,0,private,88,89,1,1,yes,3,2,A
female,associate's degree,married,sometimes,no,4,school_bus,93,93,1,2,yes,2,0,B
female,high school,married,sometimes,yes,1,school_bus,68,72,1,2,yes,3,6,D
female,bachelor's degree,single,sometimes,,4,school_bus,45,38,1,2,no,1,4,F
male,bachelor's degree,,sometimes,no,3,,78,83,1,2,yes,3,10,B
male,master's degree,married,sometimes,yes,1,school_bus,82,86,1,2,yes,3,0,A
male,associate's degree,married,never,no,3,,70,64,2,2,yes,4,12,D
female,high school,single,sometimes,yes,2,school_bus,61,55,1,1,yes,3,8,F
male,,single,regularly,,3,private,63,57,2,1,yes,3,0,D
male,high school,married,sometimes,yes,2,private,51,53,1,2,yes,3,0,F
male,some college,divorced,never,yes,4,private,94,83,1,1,yes,2,4,A
female,bachelor's degree,married,regularly,no,2,private,57,62,3,1,yes,3,8,D
male,some college,married,regularly,yes,0,,96,99,2,1,yes,2,24,A
male,associate's degree,divorced,never,yes,1,school_bus,68,61,1,2,yes,5,0,D
male,associate's degree,divorced,sometimes,no,1,school_bus,48,46,1,2,yes,3,2,D
male,some college,married,regularly,no,2,school_bus,57,47,1,2,no,4,6,F
female,some high school,married,regularly,yes,0,school_bus,51,56,1,2,no,4,4,F
male,some college,single,never,yes,1,private,63,68,1,1,yes,3,18,D
male,high school,widowed,regularly,yes,2,private,60,66,2,4,yes,3,6,B
female,bachelor's degree,married,sometimes,yes,2,school_bus,75,82,1,3,yes,4,28,D
female,high school,married,sometimes,no,5,school_bus,88,85,1,2,yes,3,5,C
male,high school,married,sometimes,yes,0,school_bus,74,64,1,2,yes,3,10,C
female,some high school,single,never,,2,private,89,84,2,1,no,3,6,C
male,some college,married,regularly,yes,2,private,77,75,2,3,yes,4,6,B
female,,single,never,yes,2,school_bus,72,71,1,4,yes,3,10,C
male,high school,single,sometimes,no,3,school_bus,52,52,1,2,yes,3,13,F
female,associate's degree,,sometimes,yes,1,school_bus,89,91,1,2,yes,3,0,C
female,some high school,married,never,yes,2,private,78,75,1,2,yes,4,15,D
female,high school,single,regularly,yes,,private,80,82,1,1,no,2,12,C
male,high school,single,sometimes,yes,1,school_bus,64,58,2,2,yes,4,2,D
female,bachelor's degree,married,never,yes,1,school_bus,79,78,1,2,yes,4,22,D
female,associate's degree,married,regularly,yes,4,school_bus,72,67,1,2,yes,2,13,D
female,,single,sometimes,yes,2,private,61,66,2,1,no,3,3,D
female,high school,single,regularly,yes,2,private,53,56,1,3,yes,3,4,F
female,some college,divorced,never,yes,,private,77,78,2,2,yes,2,2,D
male,some high school,single,sometimes,yes,3,,56,54,1,3,no,3,0,F
female,high school,married,regularly,yes,7,private,81,77,1,2,yes,3,2,C
female,some college,married,sometimes,yes,2,school_bus,84,96,2,2,yes,3,0,B
female,associate's degree,single,sometimes,no,2,school_bus,70,74,1,3,yes,3,0,D
female,some high school,divorced,sometimes,yes,1,school_bus,79,79,1,2,yes,3,16,C
female,some college,married,sometimes,no,1,school_bus,67,67,1,2,yes,3,10,D
male,associate's degree,married,sometimes,no,5,school_bus,68,65,1,2,yes,3,2,C
male,some high school,married,sometimes,no,1,school_bus,66,62,4,2,yes,3,14,C
female,associate's degree,married,,yes,3,school_bus,60,58,2,3,yes,2,10,F
male,associate's degree,divorced,sometimes,yes,4,private,87,85,1,2,yes,2,14,A
male,some high school,married,never,no,2,,65,61,2,2,yes,5,4,C
female,some college,divorced,regularly,yes,2,private,70,69,1,2,yes,5,14,F
female,high school,,sometimes,yes,5,school_bus,69,67,1,2,yes,2,2,D
male,associate's degree,married,regularly,yes,1,private,63,64,2,2,yes,4,18,B
female,some high school,single,sometimes,no,2,,60,60,2,3,yes,3,10,F
female,some college,married,sometimes,yes,2,school_bus,73,71,1,2,yes,4,4,D
female,bachelor's degree,married,sometimes,no,4,school_bus,83,85,1,1,yes,5,20,C
male,some college,single,regularly,yes,5,,75,62,3,2,no,1,2,C
male,associate's degree,single,sometimes,yes,3,private,72,77,1,2,yes,5,0,B
female,high school,married,never,no,2,school_bus,73,64,2,2,yes,5,14,D
male,associate's degree,married,sometimes,yes,0,school_bus,56,49,2,2,yes,3,2,F
female,some college,married,regularly,yes,1,private,79,77,1,1,yes,4,0,C
female,associate's degree,married,sometimes,no,2,private,84,84,1,1,yes,3,0,D
female,high school,divorced,regularly,yes,2,private,78,79,2,3,yes,4,0,C
female,some college,married,sometimes,yes,2,,64,66,3,1,yes,3,6,F
female,some college,divorced,sometimes,yes,,school_bus,78,76,2,1,yes,2,4,C
female,,single,sometimes,no,1,school_bus,83,77,1,1,yes,4,16,C
male,associate's degree,married,regularly,yes,1,,76,79,1,2,yes,3,8,B
male,some college,divorced,sometimes,yes,3,school_bus,61,60,1,1,yes,3,0,D
female,high school,divorced,regularly,yes,6,school_bus,71,74,2,1,yes,4,0,D
male,high school,divorced,regularly,yes,2,school_bus,55,55,3,2,yes,3,6,D
female,,divorced,regularly,yes,2,private,40,45,1,1,yes,2,4,F
male,some college,married,regularly,yes,1,school_bus,65,68,2,1,no,3,0,D
female,master's degree,single,sometimes,yes,2,school_bus,100,100,1,1,yes,4,0,A
male,some college,single,sometimes,yes,0,school_bus,75,68,2,1,yes,4,2,B
male,associate's degree,divorced,regularly,yes,2,school_bus,80,76,1,4,yes,2,6,B
male,high school,divorced,sometimes,yes,2,school_bus,58,44,1,2,yes,3,12,F
male,some college,married,sometimes,yes,3,private,90,83,1,2,yes,2,8,A
female,associate's degree,married,never,yes,5,school_bus,52,51,1,4,yes,4,0,F
female,associate's degree,married,sometimes,no,1,private,74,76,1,2,yes,1,21,C
female,,divorced,sometimes,yes,0,private,75,82,1,2,yes,3,2,D
female,associate's degree,married,regularly,yes,2,school_bus,78,74,1,3,no,3,1,C
female,some high school,single,sometimes,yes,1,school_bus,63,56,1,3,no,2,4,F
female,some college,married,,no,2,school_bus,90,87,1,3,yes,3,0,B
female,associate's degree,married,sometimes,yes,1,school_bus,80,88,2,2,yes,2,13,C
female,bachelor's degree,,sometimes,no,3,private,70,68,1,2,yes,4,2,F
female,associate's degree,married,sometimes,yes,2,school_bus,78,79,2,2,yes,3,8,F
male,high school,divorced,never,yes,3,private,65,57,1,2,yes,4,10,D
female,bachelor's degree,single,regularly,yes,4,school_bus,82,84,2,2,yes,3,0,B
female,some high school,married,never,no,2,school_bus,65,70,1,2,yes,3,15,F
male,bachelor's degree,married,regularly,yes,,school_bus,83,87,1,4,yes,5,4,B
female,,married,never,yes,2,private,63,65,2,2,no,4,2,D
female,some high school,married,sometimes,yes,3,school_bus,62,62,1,2,no,5,2,F
male,,single,regularly,yes,2,school_bus,73,66,2,2,yes,3,2,D
male,high school,married,regularly,yes,2,private,34,36,2,2,yes,4,6,F
male,some college,married,sometimes,yes,3,private,59,52,2,2,yes,1,75,D
male,high school,married,never,yes,2,school_bus,84,75,2,1,yes,2,22,B
female,associate's degree,divorced,sometimes,yes,0,school_bus,61,58,1,2,yes,4,15,F
male,some college,divorced,sometimes,yes,0,,84,90,2,1,yes,2,8,A
female,some high school,divorced,sometimes,yes,2,school_bus,85,85,2,1,yes,5,30,B
female,some college,married,sometimes,yes,3,school_bus,100,99,1,1,yes,4,19,A
male,master's degree,divorced,sometimes,no,1,school_bus,81,84,2,4,no,2,1,C
female,some high school,married,regularly,no,1,school_bus,72,77,2,2,yes,4,4,D
female,associate's degree,married,regularly,yes,0,private,93,87,1,2,yes,4,4,C
male,associate's degree,divorced,never,yes,1,,75,68,1,2,yes,3,2,D
female,associate's degree,single,sometimes,yes,4,private,96,99,1,3,yes,3,5,A
female,high school,widowed,regularly,yes,3,,77,75,1,3,yes,3,6,C
male,associate's degree,divorced,never,,0,school_bus,70,76,1,3,yes,2,6,B
female,some college,married,regularly,no,2,private,73,71,1,2,yes,4,9,D
male,some high school,married,regularly,yes,1,school_bus,59,60,1,2,yes,3,11,F
female,some high school,single,regularly,yes,2,school_bus,89,88,1,3,yes,2,0,C
male,high school,married,regularly,no,2,school_bus,48,43,1,2,yes,4,12,F
male,some college,divorced,sometimes,yes,4,school_bus,43,41,2,4,no,1,6,F
male,some college,married,never,yes,4,,71,67,2,3,yes,4,8,C
female,,single,sometimes,yes,3,school_bus,76,78,1,1,yes,4,4,D
male,some high school,married,regularly,yes,0,school_bus,51,58,2,2,yes,3,0,C
female,high school,single,sometimes,yes,1,private,90,82,2,2,yes,4,10,C
male,some college,single,regularly,no,3,private,38,37,1,4,yes,3,0,F
female,associate's degree,divorced,sometimes,yes,5,private,75,78,1,1,yes,4,5,D
male,some high school,divorced,sometimes,,0,,45,42,1,2,yes,2,14,F
female,some college,married,never,yes,2,private,88,93,2,1,yes,1,0,B
male,,divorced,sometimes,yes,,,47,44,2,3,yes,3,0,F
female,some college,married,never,yes,1,school_bus,57,56,1,4,yes,2,0,F
male,master's degree,married,sometimes,no,5,private,56,57,1,2,yes,4,20,D
male,associate's degree,married,regularly,yes,0,,80,86,1,2,yes,4,8,A
female,some college,married,sometimes,no,6,school_bus,66,73,1,1,no,5,0,F
male,associate's degree,married,,no,2,school_bus,71,73,2,1,yes,3,38,B
male,high school,married,regularly,yes,0,private,60,56,1,2,no,5,0,D
male,bachelor's degree,married,never,yes,2,,72,71,1,2,yes,4,18,C
female,associate's degree,married,sometimes,yes,1,school_bus,57,56,1,2,no,2,0,F
female,high school,married,sometimes,yes,4,private,84,82,3,2,yes,4,20,B
female,associate's degree,married,sometimes,yes,4,school_bus,73,72,1,2,yes,5,3,F
male,some college,married,regularly,yes,2,private,55,48,2,2,yes,2,22,F
male,associate's degree,,regularly,no,4,private,78,74,1,3,yes,1,14,C
male,high school,married,regularly,yes,1,,76,72,1,3,yes,1,40,C
male,some college,married,sometimes,yes,1,school_bus,64,68,2,2,yes,3,0,D
female,bachelor's degree,married,sometimes,no,4,school_bus,60,59,1,3,yes,3,9,F
male,some college,married,sometimes,yes,4,school_bus,84,86,1,3,yes,3,0,B
male,some high school,married,sometimes,no,2,school_bus,69,68,1,2,yes,4,2,C
male,some college,,never,yes,1,private,71,64,1,2,yes,2,23,D
male,master's degree,single,never,yes,1,private,77,75,1,2,no,2,12,C
female,some high school,married,sometimes,no,1,private,90,85,1,3,yes,3,3,C
male,associate's degree,single,regularly,yes,4,school_bus,55,54,1,3,yes,4,1,F
female,associate's degree,married,sometimes,yes,4,school_bus,96,93,2,3,yes,3,0,B
male,some college,married,sometimes,no,2,private,58,53,1,3,yes,3,3,F
male,bachelor's degree,married,sometimes,no,,,68,72,1,1,yes,3,3,C
female,some college,married,regularly,yes,5,private,59,66,4,1,yes,4,8,F
male,some college,,sometimes,yes,1,school_bus,77,77,1,3,yes,4,7,D
female,high school,married,sometimes,yes,1,school_bus,72,64,2,3,yes,3,4,F
female,some high school,,sometimes,yes,1,school_bus,58,54,1,4,yes,5,2,F
male,some high school,single,never,no,4,school_bus,79,83,1,3,yes,4,7,C
female,high school,divorced,never,yes,2,private,61,61,1,2,yes,3,0,D
male,some college,married,sometimes,yes,0,school_bus,63,59,1,2,yes,3,0,D
female,high school,married,sometimes,yes,0,school_bus,72,72,2,4,no,4,0,C
female,high school,widowed,regularly,yes,1,,74,77,1,3,yes,4,16,F
male,high school,single,sometimes,yes,0,school_bus,62,60,1,3,no,4,12,C
female,some high school,married,never,yes,1,private,70,74,1,2,yes,3,0,D
